,Image,Label,Type
54,1d643fe4-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
55,636cacc0-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
56,ad6b9cc8-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
57,d721b016-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
58,89b2f998-48a1-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
59,c199a1cc-48a1-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
60,3a0f363a-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
61,e69cf852-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
62,20f83ee4-48a2-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
63,d4bd61ee-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
64,b6de8824-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
65,3b31d81a-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
66,58b205dc-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
67,0cb3c8e0-48a2-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
68,fd341244-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
69,5c4580d4-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
70,f0197554-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
71,f2894986-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
72,5b13e548-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
73,9cccb500-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
74,de3803f0-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
75,de471dd6-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
76,4a72d4ce-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
77,c9f15810-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
78,0a5fc602-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
79,480e99f2-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
80,d24af8b8-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
81,eef77928-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
82,f74caa58-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
83,0f15d39e-48a2-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
84,00d4993c-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
85,30779072-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
86,176e6c7c-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
87,4b94efae-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
88,12bc96cc-48a2-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
89,ff968abc-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
90,df74e1de-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
91,9b899c6c-48a1-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
92,1b023760-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
93,1eab3cae-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
94,ceb617b4-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
95,d5dd454e-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
96,931c9f66-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
97,093cae34-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
98,5d8702ce-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
99,a8a316a8-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
100,53f67348-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
101,e0986efa-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
102,1c331f1e-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
103,38db91fa-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
104,033ed66a-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
105,f8805474-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
106,249c6516-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
107,56639822-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
108,899de3a0-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
109,daa27be4-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
110,eee65242-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
111,e574dd46-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
112,02097e1c-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
113,18bb49c4-48a2-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
114,6830fd4c-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
115,9b7406ea-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
116,e8fef2e4-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
117,d37b412a-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
118,44285152-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
119,0de50288-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
120,e7cfa454-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
121,65e3f210-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
122,610a9cbc-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
123,07ff7a9c-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
124,d25dfb84-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
125,2228de54-48a2-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
126,ea2e3490-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
127,1047f4f4-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
128,a29ecfb8-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
129,5d75f682-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
130,4931cb56-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
131,150c12a4-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
132,4e0e0f04-48a1-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
133,8f9dc964-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
134,aaf3342e-48a1-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
135,ac2405bc-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
136,c65e280e-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
137,dbd446dc-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
138,223aa65c-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
139,96bdd716-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
140,f148bf66-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
141,d38d1274-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
142,2f45fa68-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
143,5059159c-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
144,5c563a78-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
145,164eb680-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
146,d97d982a-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
147,cb23ab48-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
148,0cb4ac60-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
149,45596dd6-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
150,b0f8f28c-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
151,8e728a2a-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
152,9910ca1e-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
153,564f4160-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
154,0df5d504-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
155,ae9e0ab8-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
156,daa3e452-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
157,f60f2242-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
158,23688314-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
159,f4ff28de-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
160,0b912a52-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
161,341d01b2-48a2-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
162,edc8c444-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
163,5197b12a-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
164,fc17fdee-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
165,d4ac42a6-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
166,b34db766-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
167,d70ff66e-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
168,bd03f252-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
169,d970bbfa-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
170,ba731ff4-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
171,07ef1652-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
172,cff7acd2-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
173,ae863c8a-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
174,2e14d0b0-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
175,058d9f1e-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
176,1fc85aea-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
177,54226c96-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
178,b0e829ac-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
179,c40eb078-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
180,df672026-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
181,cd85cd58-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
182,bcd53066-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
183,a2be7a0c-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
184,bf369822-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
185,b362b7ba-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
186,1d6f9bb4-48a2-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
187,551d9a1c-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
188,32ef2900-48a2-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
189,31a86412-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
190,623b203e-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
191,578cc9da-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
192,05a4921e-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
193,2e23c5d4-48a2-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
194,4f29ed72-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
195,64c17c18-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
196,ad568748-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
197,9a42eec6-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
198,e1c96072-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
199,a76019f8-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
200,8e563672-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
201,b8105e52-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
202,1c45bb6a-48a2-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
203,c06857c6-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
204,8c05a3f8-48a1-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
205,8ad9c70c-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
206,b5bc5e26-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
207,19ee5232-48a2-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
208,ffa4620e-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
209,a9d47a3a-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
210,18a019e2-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
211,65cf2b6e-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
212,f3ab2226-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
213,64a73f88-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
214,6962a9cc-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
215,fd43e444-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
216,624afa40-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
217,ea213876-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
218,96aee210-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
219,b94101e6-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
220,fad6ade0-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
221,307893fa-48a2-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
222,5b248826-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
223,d85564dc-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
224,4cd79e70-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
225,518a6dd0-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
226,340b3234-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
227,368b16a0-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
228,2832e7e0-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
229,fad4af0e-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
230,163d4c1a-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
231,ca011908-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
232,59e5397e-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
233,506830a4-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
234,91e9abb6-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
235,4800e80c-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
236,c52cbfea-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
237,e1daa27e-48a1-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
238,bbc51088-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
239,a9c1d538-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
240,a3cbea6a-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
241,f9b09430-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
242,c2cab180-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
243,e2fa687e-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
244,12aa13ee-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
245,957e2dc4-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
246,edb515b6-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
247,37b291f2-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
248,c7926294-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
249,e55fdbd0-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
250,4df6e630-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
251,2a8dd202-48a2-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
252,932e75f6-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
253,afb7e3f6-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
254,032a82aa-48a2-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
255,353be27a-48a2-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
256,8d3773d2-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
257,5eab5560-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
258,8d262f28-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
259,5ee735b2-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
260,0a517192-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
261,f8703620-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
262,9a5a791a-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
263,235993a4-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
264,8ac330dc-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
265,a62fb674-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
266,bba3c43c-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
267,cc54e1ee-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
268,b6f37f86-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
269,cfe7fd5a-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
270,97e12170-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
271,a03891d2-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
272,19d2f1ea-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
273,be05e336-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
274,26ef693a-48a2-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
275,0f2a4d56-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
276,468a93c4-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
277,91fad90e-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
278,992235ce-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
279,9dd66b3a-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
280,ec875bf4-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
281,944cd70c-48a1-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
282,63821cae-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
283,fc049aba-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
284,5fd84f4c-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
285,e8f02bc4-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
286,4943845e-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
287,38cf733e-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
288,66ffc7f0-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
289,3c789650-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
290,32d9e040-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
291,9de6c836-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
292,e68e8ff6-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
293,1fda0e0c-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
294,248b9fc4-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
295,379e78c0-48a2-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
296,44c13af2-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
297,3d98c780-48a2-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
298,c6704494-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
299,4ba3ac24-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
300,01f946d2-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
301,2ce4aabc-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
302,cec2a934-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
303,67110308-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
304,f73ef188-48a1-11f0-93ad-83dd4b7f9dbc.png,2,hand_labelled
305,f15781a4-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
306,f0188c52-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
307,c3fbe592-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
308,59e49abe-48a1-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
309,11882348-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
310,13e7c828-48a2-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
311,366e4fa2-48a2-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
312,f9a0c7da-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
313,2bb285ec-48a2-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
314,2cf49986-48a2-11f0-93ad-83dd4b7f9dbc.png,5,hand_labelled
315,151bbc2c-48a2-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
316,f3b9b534-48a1-11f0-93ad-83dd4b7f9dbc.png,3,hand_labelled
317,a3db6666-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
318,b489cd54-48a1-11f0-93ad-83dd4b7f9dbc.png,0,hand_labelled
319,a4ff22c6-48a1-11f0-93ad-83dd4b7f9dbc.png,4,hand_labelled
320,ab08841e-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
321,52bbadae-48a1-11f0-93ad-83dd4b7f9dbc.png,1,hand_labelled
